"id_studente" "tipo_laurea_triennale" "voto_lt" "voto_lm" "numero_appelli" "score" "appello" "domanda"
52 "stat padova" "107" "110L" 4 NA "20140703" "6"
53 "stat padova" "90" "94" 4 NA "20140703" "6"
54 "stat padova" "107" "110L" NA NA "20140703" "6"
55 "stat padova" "96" "92" 2 NA "20140703" "6"
56 "stat padova" "96" "94" 1 NA "20140703" "6"
57 "stat padova" "104" "100" 2 NA "20140703" "6"
58 "stat padova" "97" "93" 4 NA "20140703" "6"
59 "stat padova" "88" "92" 3 NA "20140703" "6"
60 "stat GE" "110" "99" 6 NA "20140703" "6"
61 "stat GE" "90" "84" 1 NA "20140703" "6"
62 "stat padova" "103" "92" 3 NA "20140703" "6"
63 "mat PD" "108" "110L" 1 NA "20140703" "6"
64 "stat padova" "" "" 4 NA "20140703" "6"
65 "stat padova" "110L" "102" 1 NA "20140703" "6"
66 "stat padova" "" "" NA NA "20140703" "6"
67 "stat padova" "" "" NA NA "20140703" "6"
68 "stat GE" "110" "104" 2 NA "20140703" "6"
69 "stat padova" "110L" "110L" 3 NA "20140703" "6"
70 "stat padova" "102" "96" 1 NA "20140703" "6"
71 "stat padova" "110L" "110L" 1 NA "20140703" "6"
72 "stat padova" "84" "98" 2 NA "20140703" "6"
73 "stat padova" "93" "" NA NA "20140703" "6"
74 "stat padova" "92" "91" 4 NA "20140703" "6"
75 "stat padova" "84" "" 2 NA "20140703" "6"
76 "stat padova" "110L" "110" NA NA "20140703" "6"
77 "stat padova" "102" "100" NA NA "20140703" "6"
78 "stat padova" "" "" NA NA "20140703" "6"
79 "stat BA" "102" "93" 1 NA "20140703" "6"
80 "stat BN" "110L" "110L" 1 NA "20140703" "6"
81 "stat padova" "108" "100" 1 NA "20140703" "6"
82 "stat padova" "110L" "100L" NA NA "20140703" "6"
83 "stat padova" "105" "105" NA NA "20140703" "6"
84 "stat padova" "97" "92" 2 NA "20140703" "6"
85 "stat Bicocca" "110L" "110L" 2 NA "20140703" "6"
86 "mat GE" "101" "97" 4 NA "20140703" "6"
87 "stat GE" "108" "100" 1 NA "20140703" "6"
88 "mat GE" "110L" "110L" 2 NA "20140703" "6"
89 "mat GE" "110" "107" 1 NA "20140703" "6"
90 "stat padova" "" "" NA NA "20140703" "6"
91 "stat padova" "103" "103" 2 NA "20140703" "6"
92 "stat padova" "" "" NA NA "20140703" "6"
93 "stat padova" "95" "91" 1 NA "20140703" "6"
94 "stat padova" "107" "107" 2 10 "20140703" "6"
95 "mat GE" "97" "100" 3 NA "20140703" "6"
96 "stat padova" "95" "107" 3 NA "20140703" "6"
97 "stat GE" "110L" "103" 2 NA "20140703" "6"
98 "stat padova" "91" "85" 4 NA "20140703" "6"
99 "stat padova" "93" "93" 2 NA "20140703" "6"
100 "stat GE" "107" "96" 1 NA "20140703" "6"
101 "econ azien BA" "102" "86" 3 NA "20140703" "6"
102 "stat padova" "107" "107" 1 NA "20140703" "6"
103 "stat padova" "110L" "105" 2 NA "20140703" "6"
104 "stat padova" "92" "98" 1 NA "20140703" "6"
105 "stat padova" "" "" NA NA "20140703" "6"
106 "stat padova" "" "" NA NA "20140703" "6"
107 "stat padova" "" "" NA NA "20140703" "6"
108 "stat padova" "110L" "110L" 1 14 "20140703" "6"
109 "stat BA" "110L" "92" 4 NA "20140703" "6"
110 "stat padova" "94" "96" 7 NA "20140703" "6"
111 "stat padova" "101" "" NA NA "20140703" "6"
1 "stat padova" "91" "95" 1 NA "20140915" "2"
2 "stat padova" "" "" 1 NA "20140915" "2"
3 "stat padova" "103" "103" 3 NA "20140915" "2"
4 "stat padova" "" "" NA NA "20140915" "2"
5 "stat padova" "110L" "110" 2 NA "20140915" "2"
6 "Econ. e manag. TN" "98" "101" 1 NA "20140915" "2"
7 "stat padova" "110L" "99" 1 NA "20140915" "2"
8 "stat padova" "110L" "110L" 1 NA "20140915" "2"
9 "stat padova" "98" "100" 3 NA "20140915" "2"
10 "stat padova" "106" "108" 2 NA "20140915" "2"
11 "stat VE" "110L" "110" 1 NA "20140915" "2"
12 "stat padova" "" "" NA NA "20140915" "2"
13 "stat padova" "110L" "110L" 3 NA "20140915" "2"
14 "stat padova" "108" "110L" 3 NA "20140915" "2"
15 "stat padova" "" "" NA NA "20140915" "2"
16 "stat padova" "105" "92" 1 NA "20140915" "2"
17 "stat bicocca" "104" "110L" 2 NA "20140915" "2"
18 "stat padova" "109" "97" 1 NA "20140915" "2"
19 "stat padova" "90" "84" 5 NA "20140915" "2"
20 "mat TN" "90" "102" 2 NA "20140915" "2"
21 "stat padova" "103" "110L" 3 NA "20140915" "2"
22 "mat CA" "110L" "110L" 1 NA "20140915" "2"
23 "stat padova" "110L" "100" 2 NA "20140915" "2"
24 "stat padova" "110L" "110" 1 NA "20140915" "2"
25 "stat bicocca" "110L" "96" 2 NA "20140915" "2"
26 "stat padova" "" "" NA NA "20140915" "2"
27 "stat padova" "" "" NA NA "20140915" "2"
28 "stat padova" "" "" NA NA "20140915" "2"
29 "stat padova" "107" "105" 3 NA "20140915" "2"
30 "stat padova" "94" "102" 1 NA "20140915" "2"
31 "stat padova" "102" "92" 3 NA "20140915" "2"
32 "stat padova" "106" "101" 2 NA "20140915" "2"
33 "stat padova" "110L" "110L" 2 NA "20140915" "2"
34 "stat NA" "110L" "106" 3 NA "20140915" "2"
35 "stat padova" "90" "91" 2 NA "20140915" "2"
36 "stat FI" "96" "93" 2 NA "20140915" "2"
37 "stat padova" "84" "" 3 NA "20140915" "2"
38 "mat CA" "106" "97" 1 NA "20140915" "2"
39 "stat padova" "105" "" 1 NA "20140915" "2"
40 "stat padova" "88" "91" 6 NA "20140915" "2"
41 "stat NA" "110L" "110L" 1 NA "20140915" "2"
42 "stat bicocca" "110L" "110L" 2 NA "20140915" "2"
43 "stat padova" "104" "93" 7 NA "20140915" "2"
44 "stat padova" "104" "99" 2 NA "20140915" "2"
45 "stat padova" "93" "" NA NA "20140915" "2"
46 "stat padova" "102" "103" 5 NA "20140915" "2"
47 "sociologia" "102" "110L" 2 NA "20140915" "2"
48 "stat padova" "106" "103" 2 NA "20140915" "2"
49 "stat padova" "110L" "102" 2 NA "20140915" "2"
50 "stat padova" "86" "96" 4 NA "20140915" "2"
51 "stat GE" "110L" "100" 1 NA "20140915" "2"
52 "stat padova" "107" "110L" 4 NA "20140915" "2"
53 "stat padova" "90" "94" 4 NA "20140915" "2"
54 "stat padova" "107" "110L" NA NA "20140915" "2"
55 "stat padova" "96" "92" 2 NA "20140915" "2"
56 "stat padova" "96" "94" 1 NA "20140915" "2"
57 "stat padova" "104" "100" 2 NA "20140915" "2"
58 "stat padova" "97" "93" 4 NA "20140915" "2"
59 "stat padova" "88" "92" 3 NA "20140915" "2"
60 "stat GE" "110" "99" 6 NA "20140915" "2"
61 "stat GE" "90" "84" 1 NA "20140915" "2"
62 "stat padova" "103" "92" 3 NA "20140915" "2"
63 "mat PD" "108" "110L" 1 NA "20140915" "2"
64 "stat padova" "" "" 4 NA "20140915" "2"
65 "stat padova" "110L" "102" 1 NA "20140915" "2"
66 "stat padova" "" "" NA NA "20140915" "2"
67 "stat padova" "" "" NA NA "20140915" "2"
68 "stat GE" "110" "104" 2 NA "20140915" "2"
69 "stat padova" "110L" "110L" 3 NA "20140915" "2"
70 "stat padova" "102" "96" 1 NA "20140915" "2"
71 "stat padova" "110L" "110L" 1 NA "20140915" "2"
72 "stat padova" "84" "98" 2 NA "20140915" "2"
73 "stat padova" "93" "" NA NA "20140915" "2"
74 "stat padova" "92" "91" 4 NA "20140915" "2"
75 "stat padova" "84" "" 2 NA "20140915" "2"
76 "stat padova" "110L" "110" NA NA "20140915" "2"
77 "stat padova" "102" "100" NA NA "20140915" "2"
78 "stat padova" "" "" NA NA "20140915" "2"
79 "stat BA" "102" "93" 1 NA "20140915" "2"
80 "stat BN" "110L" "110L" 1 NA "20140915" "2"
81 "stat padova" "108" "100" 1 NA "20140915" "2"
82 "stat padova" "110L" "100L" NA NA "20140915" "2"
83 "stat padova" "105" "105" NA NA "20140915" "2"
84 "stat padova" "97" "92" 2 NA "20140915" "2"
85 "stat Bicocca" "110L" "110L" 2 NA "20140915" "2"
86 "mat GE" "101" "97" 4 NA "20140915" "2"
87 "stat GE" "108" "100" 1 NA "20140915" "2"
88 "mat GE" "110L" "110L" 2 NA "20140915" "2"
89 "mat GE" "110" "107" 1 NA "20140915" "2"
90 "stat padova" "" "" NA NA "20140915" "2"
91 "stat padova" "103" "103" 2 NA "20140915" "2"
92 "stat padova" "" "" NA NA "20140915" "2"
93 "stat padova" "95" "91" 1 NA "20140915" "2"
94 "stat padova" "107" "107" 2 2 "20140915" "2"
95 "mat GE" "97" "100" 3 NA "20140915" "2"
96 "stat padova" "95" "107" 3 NA "20140915" "2"
97 "stat GE" "110L" "103" 2 NA "20140915" "2"
98 "stat padova" "91" "85" 4 NA "20140915" "2"
99 "stat padova" "93" "93" 2 NA "20140915" "2"
100 "stat GE" "107" "96" 1 NA "20140915" "2"
101 "econ azien BA" "102" "86" 3 NA "20140915" "2"
102 "stat padova" "107" "107" 1 NA "20140915" "2"
103 "stat padova" "110L" "105" 2 NA "20140915" "2"
104 "stat padova" "92" "98" 1 NA "20140915" "2"
105 "stat padova" "" "" NA NA "20140915" "2"
106 "stat padova" "" "" NA NA "20140915" "2"
107 "stat padova" "" "" NA NA "20140915" "2"
108 "stat padova" "110L" "110L" 1 NA "20140915" "2"
109 "stat BA" "110L" "92" 4 NA "20140915" "2"
110 "stat padova" "94" "96" 7 NA "20140915" "2"
111 "stat padova" "101" "" NA NA "20140915" "2"
1 "stat padova" "91" "95" 1 NA "20140915" "3"
2 "stat padova" "" "" 1 NA "20140915" "3"
3 "stat padova" "103" "103" 3 NA "20140915" "3"
4 "stat padova" "" "" NA NA "20140915" "3"
5 "stat padova" "110L" "110" 2 NA "20140915" "3"
6 "Econ. e manag. TN" "98" "101" 1 NA "20140915" "3"
7 "stat padova" "110L" "99" 1 NA "20140915" "3"
8 "stat padova" "110L" "110L" 1 NA "20140915" "3"
9 "stat padova" "98" "100" 3 NA "20140915" "3"
10 "stat padova" "106" "108" 2 NA "20140915" "3"
11 "stat VE" "110L" "110" 1 NA "20140915" "3"
12 "stat padova" "" "" NA NA "20140915" "3"
13 "stat padova" "110L" "110L" 3 NA "20140915" "3"
14 "stat padova" "108" "110L" 3 NA "20140915" "3"
15 "stat padova" "" "" NA NA "20140915" "3"
16 "stat padova" "105" "92" 1 NA "20140915" "3"
17 "stat bicocca" "104" "110L" 2 NA "20140915" "3"
18 "stat padova" "109" "97" 1 NA "20140915" "3"
19 "stat padova" "90" "84" 5 NA "20140915" "3"
20 "mat TN" "90" "102" 2 NA "20140915" "3"
21 "stat padova" "103" "110L" 3 NA "20140915" "3"
22 "mat CA" "110L" "110L" 1 NA "20140915" "3"
23 "stat padova" "110L" "100" 2 NA "20140915" "3"
24 "stat padova" "110L" "110" 1 NA "20140915" "3"
25 "stat bicocca" "110L" "96" 2 NA "20140915" "3"
26 "stat padova" "" "" NA NA "20140915" "3"
27 "stat padova" "" "" NA NA "20140915" "3"
28 "stat padova" "" "" NA NA "20140915" "3"
29 "stat padova" "107" "105" 3 NA "20140915" "3"
30 "stat padova" "94" "102" 1 NA "20140915" "3"
31 "stat padova" "102" "92" 3 NA "20140915" "3"
32 "stat padova" "106" "101" 2 NA "20140915" "3"
33 "stat padova" "110L" "110L" 2 NA "20140915" "3"
34 "stat NA" "110L" "106" 3 NA "20140915" "3"
35 "stat padova" "90" "91" 2 NA "20140915" "3"
36 "stat FI" "96" "93" 2 NA "20140915" "3"
37 "stat padova" "84" "" 3 NA "20140915" "3"
38 "mat CA" "106" "97" 1 NA "20140915" "3"
39 "stat padova" "105" "" 1 NA "20140915" "3"
40 "stat padova" "88" "91" 6 NA "20140915" "3"
41 "stat NA" "110L" "110L" 1 NA "20140915" "3"
42 "stat bicocca" "110L" "110L" 2 NA "20140915" "3"
43 "stat padova" "104" "93" 7 NA "20140915" "3"
44 "stat padova" "104" "99" 2 NA "20140915" "3"
45 "stat padova" "93" "" NA NA "20140915" "3"
46 "stat padova" "102" "103" 5 NA "20140915" "3"
47 "sociologia" "102" "110L" 2 NA "20140915" "3"
48 "stat padova" "106" "103" 2 NA "20140915" "3"
49 "stat padova" "110L" "102" 2 NA "20140915" "3"
50 "stat padova" "86" "96" 4 NA "20140915" "3"
51 "stat GE" "110L" "100" 1 NA "20140915" "3"
52 "stat padova" "107" "110L" 4 NA "20140915" "3"
53 "stat padova" "90" "94" 4 NA "20140915" "3"
54 "stat padova" "107" "110L" NA NA "20140915" "3"
55 "stat padova" "96" "92" 2 NA "20140915" "3"
56 "stat padova" "96" "94" 1 NA "20140915" "3"
57 "stat padova" "104" "100" 2 NA "20140915" "3"
58 "stat padova" "97" "93" 4 NA "20140915" "3"
59 "stat padova" "88" "92" 3 NA "20140915" "3"
60 "stat GE" "110" "99" 6 NA "20140915" "3"
61 "stat GE" "90" "84" 1 NA "20140915" "3"
62 "stat padova" "103" "92" 3 NA "20140915" "3"
63 "mat PD" "108" "110L" 1 NA "20140915" "3"
64 "stat padova" "" "" 4 NA "20140915" "3"
65 "stat padova" "110L" "102" 1 NA "20140915" "3"
66 "stat padova" "" "" NA NA "20140915" "3"
67 "stat padova" "" "" NA NA "20140915" "3"
68 "stat GE" "110" "104" 2 NA "20140915" "3"
69 "stat padova" "110L" "110L" 3 NA "20140915" "3"
70 "stat padova" "102" "96" 1 NA "20140915" "3"
71 "stat padova" "110L" "110L" 1 NA "20140915" "3"
72 "stat padova" "84" "98" 2 NA "20140915" "3"
73 "stat padova" "93" "" NA NA "20140915" "3"
74 "stat padova" "92" "91" 4 NA "20140915" "3"
75 "stat padova" "84" "" 2 NA "20140915" "3"
76 "stat padova" "110L" "110" NA NA "20140915" "3"
77 "stat padova" "102" "100" NA NA "20140915" "3"
78 "stat padova" "" "" NA NA "20140915" "3"
79 "stat BA" "102" "93" 1 NA "20140915" "3"
80 "stat BN" "110L" "110L" 1 NA "20140915" "3"
81 "stat padova" "108" "100" 1 NA "20140915" "3"
82 "stat padova" "110L" "100L" NA NA "20140915" "3"
83 "stat padova" "105" "105" NA NA "20140915" "3"
84 "stat padova" "97" "92" 2 NA "20140915" "3"
85 "stat Bicocca" "110L" "110L" 2 NA "20140915" "3"
86 "mat GE" "101" "97" 4 NA "20140915" "3"
87 "stat GE" "108" "100" 1 NA "20140915" "3"
88 "mat GE" "110L" "110L" 2 NA "20140915" "3"
89 "mat GE" "110" "107" 1 NA "20140915" "3"
90 "stat padova" "" "" NA NA "20140915" "3"
91 "stat padova" "103" "103" 2 NA "20140915" "3"
92 "stat padova" "" "" NA NA "20140915" "3"
93 "stat padova" "95" "91" 1 NA "20140915" "3"
94 "stat padova" "107" "107" 2 2 "20140915" "3"
95 "mat GE" "97" "100" 3 NA "20140915" "3"
96 "stat padova" "95" "107" 3 NA "20140915" "3"
97 "stat GE" "110L" "103" 2 NA "20140915" "3"
98 "stat padova" "91" "85" 4 NA "20140915" "3"
99 "stat padova" "93" "93" 2 NA "20140915" "3"
100 "stat GE" "107" "96" 1 NA "20140915" "3"
101 "econ azien BA" "102" "86" 3 NA "20140915" "3"
102 "stat padova" "107" "107" 1 NA "20140915" "3"
103 "stat padova" "110L" "105" 2 NA "20140915" "3"
104 "stat padova" "92" "98" 1 NA "20140915" "3"
105 "stat padova" "" "" NA NA "20140915" "3"
106 "stat padova" "" "" NA NA "20140915" "3"
107 "stat padova" "" "" NA NA "20140915" "3"
108 "stat padova" "110L" "110L" 1 NA "20140915" "3"
109 "stat BA" "110L" "92" 4 NA "20140915" "3"
110 "stat padova" "94" "96" 7 NA "20140915" "3"
111 "stat padova" "101" "" NA NA "20140915" "3"
1 "stat padova" "91" "95" 1 NA "20140915" "4"
2 "stat padova" "" "" 1 NA "20140915" "4"
3 "stat padova" "103" "103" 3 NA "20140915" "4"
4 "stat padova" "" "" NA NA "20140915" "4"
5 "stat padova" "110L" "110" 2 NA "20140915" "4"
6 "Econ. e manag. TN" "98" "101" 1 NA "20140915" "4"
7 "stat padova" "110L" "99" 1 NA "20140915" "4"
8 "stat padova" "110L" "110L" 1 NA "20140915" "4"
9 "stat padova" "98" "100" 3 NA "20140915" "4"
10 "stat padova" "106" "108" 2 NA "20140915" "4"
11 "stat VE" "110L" "110" 1 NA "20140915" "4"
12 "stat padova" "" "" NA NA "20140915" "4"
13 "stat padova" "110L" "110L" 3 NA "20140915" "4"
14 "stat padova" "108" "110L" 3 NA "20140915" "4"
15 "stat padova" "" "" NA NA "20140915" "4"
16 "stat padova" "105" "92" 1 NA "20140915" "4"
17 "stat bicocca" "104" "110L" 2 NA "20140915" "4"
18 "stat padova" "109" "97" 1 NA "20140915" "4"
19 "stat padova" "90" "84" 5 NA "20140915" "4"
20 "mat TN" "90" "102" 2 NA "20140915" "4"
21 "stat padova" "103" "110L" 3 NA "20140915" "4"
22 "mat CA" "110L" "110L" 1 NA "20140915" "4"
23 "stat padova" "110L" "100" 2 NA "20140915" "4"
24 "stat padova" "110L" "110" 1 NA "20140915" "4"
25 "stat bicocca" "110L" "96" 2 NA "20140915" "4"
26 "stat padova" "" "" NA NA "20140915" "4"
27 "stat padova" "" "" NA NA "20140915" "4"
28 "stat padova" "" "" NA NA "20140915" "4"
29 "stat padova" "107" "105" 3 NA "20140915" "4"
30 "stat padova" "94" "102" 1 NA "20140915" "4"
31 "stat padova" "102" "92" 3 NA "20140915" "4"
32 "stat padova" "106" "101" 2 NA "20140915" "4"
33 "stat padova" "110L" "110L" 2 NA "20140915" "4"
34 "stat NA" "110L" "106" 3 NA "20140915" "4"
35 "stat padova" "90" "91" 2 NA "20140915" "4"
36 "stat FI" "96" "93" 2 NA "20140915" "4"
37 "stat padova" "84" "" 3 NA "20140915" "4"
38 "mat CA" "106" "97" 1 NA "20140915" "4"
39 "stat padova" "105" "" 1 NA "20140915" "4"
40 "stat padova" "88" "91" 6 NA "20140915" "4"
41 "stat NA" "110L" "110L" 1 NA "20140915" "4"
42 "stat bicocca" "110L" "110L" 2 NA "20140915" "4"
43 "stat padova" "104" "93" 7 NA "20140915" "4"
44 "stat padova" "104" "99" 2 NA "20140915" "4"
45 "stat padova" "93" "" NA NA "20140915" "4"
46 "stat padova" "102" "103" 5 NA "20140915" "4"
47 "sociologia" "102" "110L" 2 NA "20140915" "4"
48 "stat padova" "106" "103" 2 NA "20140915" "4"
49 "stat padova" "110L" "102" 2 NA "20140915" "4"
50 "stat padova" "86" "96" 4 NA "20140915" "4"
51 "stat GE" "110L" "100" 1 NA "20140915" "4"
52 "stat padova" "107" "110L" 4 NA "20140915" "4"
53 "stat padova" "90" "94" 4 NA "20140915" "4"
54 "stat padova" "107" "110L" NA NA "20140915" "4"
55 "stat padova" "96" "92" 2 NA "20140915" "4"
56 "stat padova" "96" "94" 1 NA "20140915" "4"
57 "stat padova" "104" "100" 2 NA "20140915" "4"
58 "stat padova" "97" "93" 4 NA "20140915" "4"
59 "stat padova" "88" "92" 3 NA "20140915" "4"
60 "stat GE" "110" "99" 6 NA "20140915" "4"
61 "stat GE" "90" "84" 1 NA "20140915" "4"
62 "stat padova" "103" "92" 3 NA "20140915" "4"
63 "mat PD" "108" "110L" 1 NA "20140915" "4"
64 "stat padova" "" "" 4 NA "20140915" "4"
65 "stat padova" "110L" "102" 1 NA "20140915" "4"
66 "stat padova" "" "" NA NA "20140915" "4"
67 "stat padova" "" "" NA NA "20140915" "4"
68 "stat GE" "110" "104" 2 NA "20140915" "4"
69 "stat padova" "110L" "110L" 3 NA "20140915" "4"
70 "stat padova" "102" "96" 1 NA "20140915" "4"
71 "stat padova" "110L" "110L" 1 NA "20140915" "4"
72 "stat padova" "84" "98" 2 NA "20140915" "4"
73 "stat padova" "93" "" NA NA "20140915" "4"
74 "stat padova" "92" "91" 4 NA "20140915" "4"
75 "stat padova" "84" "" 2 NA "20140915" "4"
76 "stat padova" "110L" "110" NA NA "20140915" "4"
77 "stat padova" "102" "100" NA NA "20140915" "4"
78 "stat padova" "" "" NA NA "20140915" "4"
79 "stat BA" "102" "93" 1 NA "20140915" "4"
80 "stat BN" "110L" "110L" 1 NA "20140915" "4"
81 "stat padova" "108" "100" 1 NA "20140915" "4"
82 "stat padova" "110L" "100L" NA NA "20140915" "4"
83 "stat padova" "105" "105" NA NA "20140915" "4"
84 "stat padova" "97" "92" 2 NA "20140915" "4"
85 "stat Bicocca" "110L" "110L" 2 NA "20140915" "4"
86 "mat GE" "101" "97" 4 NA "20140915" "4"
87 "stat GE" "108" "100" 1 NA "20140915" "4"
88 "mat GE" "110L" "110L" 2 NA "20140915" "4"
89 "mat GE" "110" "107" 1 NA "20140915" "4"
90 "stat padova" "" "" NA NA "20140915" "4"
91 "stat padova" "103" "103" 2 NA "20140915" "4"
92 "stat padova" "" "" NA NA "20140915" "4"
93 "stat padova" "95" "91" 1 NA "20140915" "4"
94 "stat padova" "107" "107" 2 3 "20140915" "4"
95 "mat GE" "97" "100" 3 NA "20140915" "4"
96 "stat padova" "95" "107" 3 NA "20140915" "4"
97 "stat GE" "110L" "103" 2 NA "20140915" "4"
98 "stat padova" "91" "85" 4 NA "20140915" "4"
99 "stat padova" "93" "93" 2 NA "20140915" "4"
100 "stat GE" "107" "96" 1 NA "20140915" "4"
101 "econ azien BA" "102" "86" 3 NA "20140915" "4"
102 "stat padova" "107" "107" 1 NA "20140915" "4"
103 "stat padova" "110L" "105" 2 NA "20140915" "4"
104 "stat padova" "92" "98" 1 NA "20140915" "4"
105 "stat padova" "" "" NA NA "20140915" "4"
106 "stat padova" "" "" NA NA "20140915" "4"
107 "stat padova" "" "" NA NA "20140915" "4"
108 "stat padova" "110L" "110L" 1 NA "20140915" "4"
109 "stat BA" "110L" "92" 4 NA "20140915" "4"
110 "stat padova" "94" "96" 7 NA "20140915" "4"
111 "stat padova" "101" "" NA NA "20140915" "4"
1 "stat padova" "91" "95" 1 NA "20140915" "6"
2 "stat padova" "" "" 1 NA "20140915" "6"
3 "stat padova" "103" "103" 3 NA "20140915" "6"
4 "stat padova" "" "" NA NA "20140915" "6"
5 "stat padova" "110L" "110" 2 NA "20140915" "6"
6 "Econ. e manag. TN" "98" "101" 1 NA "20140915" "6"
7 "stat padova" "110L" "99" 1 NA "20140915" "6"
8 "stat padova" "110L" "110L" 1 NA "20140915" "6"
9 "stat padova" "98" "100" 3 NA "20140915" "6"
10 "stat padova" "106" "108" 2 NA "20140915" "6"
11 "stat VE" "110L" "110" 1 NA "20140915" "6"
12 "stat padova" "" "" NA NA "20140915" "6"
13 "stat padova" "110L" "110L" 3 NA "20140915" "6"
14 "stat padova" "108" "110L" 3 NA "20140915" "6"
15 "stat padova" "" "" NA NA "20140915" "6"
16 "stat padova" "105" "92" 1 NA "20140915" "6"
17 "stat bicocca" "104" "110L" 2 NA "20140915" "6"
18 "stat padova" "109" "97" 1 NA "20140915" "6"
19 "stat padova" "90" "84" 5 NA "20140915" "6"
20 "mat TN" "90" "102" 2 NA "20140915" "6"
21 "stat padova" "103" "110L" 3 NA "20140915" "6"
22 "mat CA" "110L" "110L" 1 NA "20140915" "6"
23 "stat padova" "110L" "100" 2 NA "20140915" "6"
24 "stat padova" "110L" "110" 1 NA "20140915" "6"
25 "stat bicocca" "110L" "96" 2 NA "20140915" "6"
26 "stat padova" "" "" NA NA "20140915" "6"
27 "stat padova" "" "" NA NA "20140915" "6"
28 "stat padova" "" "" NA NA "20140915" "6"
29 "stat padova" "107" "105" 3 NA "20140915" "6"
30 "stat padova" "94" "102" 1 NA "20140915" "6"
31 "stat padova" "102" "92" 3 NA "20140915" "6"
32 "stat padova" "106" "101" 2 NA "20140915" "6"
33 "stat padova" "110L" "110L" 2 NA "20140915" "6"
34 "stat NA" "110L" "106" 3 NA "20140915" "6"
35 "stat padova" "90" "91" 2 NA "20140915" "6"
36 "stat FI" "96" "93" 2 NA "20140915" "6"
37 "stat padova" "84" "" 3 NA "20140915" "6"
38 "mat CA" "106" "97" 1 NA "20140915" "6"
39 "stat padova" "105" "" 1 NA "20140915" "6"
40 "stat padova" "88" "91" 6 NA "20140915" "6"
41 "stat NA" "110L" "110L" 1 NA "20140915" "6"
42 "stat bicocca" "110L" "110L" 2 NA "20140915" "6"
43 "stat padova" "104" "93" 7 NA "20140915" "6"
44 "stat padova" "104" "99" 2 NA "20140915" "6"
45 "stat padova" "93" "" NA NA "20140915" "6"
46 "stat padova" "102" "103" 5 NA "20140915" "6"
47 "sociologia" "102" "110L" 2 NA "20140915" "6"
48 "stat padova" "106" "103" 2 NA "20140915" "6"
49 "stat padova" "110L" "102" 2 NA "20140915" "6"
50 "stat padova" "86" "96" 4 NA "20140915" "6"
51 "stat GE" "110L" "100" 1 NA "20140915" "6"
52 "stat padova" "107" "110L" 4 NA "20140915" "6"
53 "stat padova" "90" "94" 4 NA "20140915" "6"
54 "stat padova" "107" "110L" NA NA "20140915" "6"
55 "stat padova" "96" "92" 2 NA "20140915" "6"
56 "stat padova" "96" "94" 1 NA "20140915" "6"
57 "stat padova" "104" "100" 2 NA "20140915" "6"
58 "stat padova" "97" "93" 4 NA "20140915" "6"
59 "stat padova" "88" "92" 3 NA "20140915" "6"
60 "stat GE" "110" "99" 6 NA "20140915" "6"
61 "stat GE" "90" "84" 1 NA "20140915" "6"
62 "stat padova" "103" "92" 3 NA "20140915" "6"
63 "mat PD" "108" "110L" 1 NA "20140915" "6"
